vigencia,ID_acuerdo,fec_sanc,titulo,articulado,tema,alcalde,pre_concejo,estado_acuerdo,obs_vigencia
2020,AD-033-2020,2020-11-18,Mediante el cual se reglamenta la entrega de subsidios funerarios a personas en condicion de extrema pobreza y vulnerabilidad social en la ciudad de cartagena,10,Politica Social,William Dau,David Caballero,Vigente,No aplica
2020,AD-034-2020,2020-11-25,Por medio del cual se reglamenta la ley 2023 de 2020 por medio de la cual se crea la tasa pro deporte y recreacion y se dictan otras disposiciones,12,deporte y recreacion,William Dau,David Caballero,Derogado,Derogado por el acuerdo 195 de 2025
2020,AD-036-2020,2020-12-18,Por medio del cual se adopta la politica publica para habitante de calle del distrito de cartagena 2020 2023,6,Politica Social,William Dau,David Caballero,Vigente,No aplica
2020,AD-037-2020,2020-12-18,Mediante el cual se crea la comision interinstitucional y ciudadana para la reactivacion economica de cartagena,5,Economia,William Dau,David Caballero,Vigente,No aplica
2020,AD-038-2020,2020-12-18,Por medio del cual se conforma la mesa tecnica distrital de la calidad del aire y ruido urbano de cartagena de indias,10,Ambiente,William Dau,David Caballero,Vigente,No aplica
2020,AD-039-2020,2020-12-18,Por el cual se sustituye y regula el consumo de los plasticos de un solo ubo en las entidades publicas del nivel central y descentralizado del distrito turistico υ cultural de cartagena de indias,6,Ambiente,William Dau,David Caballero,Vigente,No aplica
2020,AD-040-2020,2020-12-18,Por medio del cual se adopta una politica publica que el distrito de cartagena de indias implemente planes acciones y programas para que junto con la ciudadania y la iniciativa privada para la intervencion de los caños y canales de cartagena y sus entornos,4,infraestructura y obras publicas,William Dau,David Caballero,Vigente,No aplica
2020,AD-041-2020,2020-12-18,Por el cual se autoriza al alcalde mayor de cartagena de indias para transferir a titulo gratuito al fondo de vivienda de interes social y reforma urbana distrital corvivienda con destino a proyectos de vivienda de interes prioritario y social un bien fiscal de propiedad del distrito turistico y cultural de cartageba de indias que no se requiere para sus fines misionales y se dictan otras disposiciones,4,Cesion de predios o bienes,William Dau,David Caballero,Vigente,No aplica
2020,AD-042-2020,2020-12-18,Por medio del cual se institucionaliza el ejercicio de la accion voluntaria en el distrito de cartagena de indias y se dictan otras disposiciones,13,Participacion,William Dau,David Caballero,Vigente,No aplica
2020,AD-043-2020,2020-12-18,Por medio del cual se designa la cancha sintetica del barrio chile con el nombre de domingo puello ripoll y se dictan otras disposiciones,3,gestion de bienes y patrimonio,William Dau,David Caballero,Vigente,No aplica
2020,AD-044-2020,2020-12-18,"Por el cual se aprueba el presupuesto de renta, recurso de capital y recursos de fondos especiales las apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones con enfoque de genero para la vigencia fiscal del 1 de enero al 31 de diciembre de 2021 en el distrito turistico y cultural de cartagena de indias",115,Finanzas Publicas,William Dau,David Caballero,Derogado,Derogado por el acuerdo 195 de 2025
2020,AD-045-2020,2020-12-18,Por el cual se fija la nueva estructura organizacional planta de cargos y escala salarial de la contraloria distrital de cartagena de indias d t y c,6,Organos de control,William Dau,David Caballero,Vigente,No aplica
2020,AD-046-2020,2020-12-23,Por medio del cual se realiza un traslado presupuestal entre unidades ejecutoras en el presupuesto distrital de rentas recursos de capital y recursos de fondo especiales; las apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones para la vigencia fiscal del 1 de enero al 31 de diciembre de 2020 en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,David Caballero,Derogado,Derogado por el acuerdo 195 de 2025
2020,AD-047-2020,2020-12-30,Por medio del cual se adopta la politica publica de salud mental en el distrito de cartagena de indias y se dictan otras disposiciones,6,Salud,William Dau,David Caballero,Vigente,No aplica
2020,AD-048-2020,2020-12-30,Por medio del cual se reglamenta la contratacion de mano de obra local para la ejecucion de proyectos de exploracion y produccion de hidrocarburos en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,10,Trabajo,William Dau,David Caballero,Vigente,No aplica
2020,AD-049-2020,2020-12-30,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital y recursos de fondos especiales las apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones para la vigencia fiscal del 1 de enero al 31 de diciembre de 2020 en el distrito turistico y cultural de cartagera de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,David Caballero,Derogado,Derogado por el acuerdo 195 de 2025
2020,AD-050-2020,2020-12-30,Por el cual se modifica el articulo tercero del acuerdo 009 de 2011 que fija la escala de remuneracion que conforman el nivel directivo de la planta global de la alcaldia mayor de cartagena de indias d t y c y sus entes descentralizados y se dictan otras disposiciones,4,Gestion administrativa,William Dau,David Caballero,Vigente,No aplica
2020,AD-051-2020,2020-12-30,Mediante el cual se modifica parcialmente el acuerdo 017 de 2019 que modifico el articulo & del acuerdo 020 de 2016 que establecio el sistema de seguridad salvamento y rescate nautico y maritimo en el distrito de cartagena y se dictan otras disposiciones,4,Gestion de riesgos y emergencias,William Dau,David Caballero,Vigente,No aplica
2021,AD-052-2021,2021-01-05,Por medio del cual se adopta la ley 1784 de 2016 o ley de sitio de cartagena de indias en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,9,"Artes, patrimonio y cultura",William Dau,David Caballero,Vigente,No aplica
2021,AD-054-2021,2021-05-11,Por medio del cual se realiza una incorporacion y unos traslados entre unidades ejecutoras en el presupuesto de rentas recursos de capital y recursos de fondos especiales las apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones con enfoque de genero para la vigencia fiscal del 1 de enero al 31 de diciembre de 2021 en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,8,Finanzas Publicas,William Dau,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-055-2021,2021-05-14,Por medio del cual se le da prioridad al uso de la bicicleta y se institucionaliza la semana de la bicicleta la nota es en bici en el distrito de cartagena y se dictan otras disposiciones,11,movilidad,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-056-2021,2021-05-14,Por el cual se autoriza a la administracion distrital el cobro de la tasa por el estacionamiento sobre las vias publicas y se establece el sistema de estacionamiento regulado en las vias publicas del distrito de cartagena de indias,10,movilidad,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-057-2021,2021-06-04,Por medio del cual se denomina la plaza judith porto de gonzalez a la plaza ubicada en la calle baloco al frente de la casa de la cultura y se dictan otras disposiciones,3,gestion de bienes y patrimonio,David Munera,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-058-2021,2021-06-04,Por el cual se establece el procedimiento a traves del cual el concejo distrital de cartagena de indias le hara control politico al tramite de las asociaciones publico privada que pretenda suscribir el distrito de cartagena de indias,2,Reglamento concejo,David Munera,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-059-2021,2021-06-29,Por el cual se crea el fondo de educacion para el trabajo y el desarrollo humano en el distrito de cartagena de indias y se dictan otras disposiciones,9,Educacion,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-060-2021,2021-06-29,Por medio del cual modifica el acuerdo 0014 del 14 de noviembre de 2019 for medio del cual se autoriza al alcalde distrital de cartagena de indias para la compra del terreno para la reubicacion de las familias indigenas del cabildo indigena zenu de membrillalcaizem,3,gestion de bienes y patrimonio,William Dau,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-061-2021,2021-07-06,Por medio del cual se exalta de manera postuma la memoria de un ciudadano cartagenero y por tanto be designa su nombre al estadio de beisbol del barrio los caracoles con el nombre estadio de beisbol nelson blanco torres,2,gestion de bienes y patrimonio,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-062-2021,2021-07-01,Por medio del cual se implementan en el distrito turistico y cultural de cartagena de indias acciones para estimular el ingreso de deportistas a instituciones de educacion superior,5,deporte y recreacion,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-063-2021,2021-07-21,Por medio del cual se realiza un traslado presupuestal entre unidades ejecutoras en el presupuesto de rentas recursos de capital y recursos de fondos especiales las apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones con enfoque de genero para la vigencia fiscal del 1 de enero al 31 de diciembre de 2021 en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-064-2021,2021-07-21,Por el cual se implementa la arborizacion en el distrito turistico y cultural de cartagena de indias en las instituciones educativas del distrito se definen responsabilidades del establecimiento publico ambiental epa y la secretaria de educacion y se dictan otras disposiciones,10,Ambiente,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-065-2021,2021-08-06,Por medio del cual se realiza un traslado presupuestal entre unidades ejecutoras en el presupuesto de rentas recursos de capital y recursos de fondos especiales; las apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones con enfoque de gênero para la vigencia fiscal del 1 de enero al 31 de diciembre de 2021 en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-066-2021,2021-08-13,Por medio del cual se crea el fondo territorial de seguridad y convivencia ciudadana fonset en el distrito de cartagena y se dictan otras disposiciones,12,Seguridad,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-067-2021,2021-08-13,Por el se modifican los acuerdos nos 024 de 2019 y 035 de 2020 y se adopta una politica publica para la paz y se institucionaliza el comite para el dialogo social en el distrito de cartagena de indias,13,Participacion,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-068-2021,2021-09-24,Por medio del cual se establece el plan de saneamiento fiscal y financiero parcial vigencia 2021 del distrito de cartagena indias y se establecen otras disposiciones,2,Finanzas Publicas,William Dau,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-069-2021,2021-10-04,Por medio del cual se adopta el regimen simple de tributacion para el pago del impuesto de industria y comercio consolidado en el distrito de cartagena de indias dt y c cortemplado en la ley 2010 del 27 de diciembre de 2019,9,Finanzas Publicas,Luis Roa Merchan,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-070-2021,2021-10-04,Por medio del cual se establecer beneficios de reduccion en las tabas de interes moratorios aplicables a las deudas tributarias de las obligaciones con plazos vencidos de las vigencias fiscales 2021 y anteriores se reducen sanciones aplicables a los empiesto distritales se dictan otras disposiciones,5,Beneficios tributarios,Luis Roa Merchan,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-071-2021,2021-10-04,Por medio del cual se modifican los articulo 161 162 y 164 del acuerdo 041 de 2006 estatuto tributario distrital en relacion a la sobretasa a la gasolina motor y se dictan otras disposiciones,2,Finanzas Publicas,Luis Roa Merchan,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-072-2021,2021-10-04,"Por medio del cual se realiza una incorporaciòn y un traslado entre unidades ejecutoras en el presupuesto de rentas, recursos de capital y recursos de fondos especiales; las apropiaciones de funcionamiento y de servicio de la deuda, así como el plan de inversiones con enfoque de genero para la vigencia fiscal del 1 de enero al 31 de diciembre de 2021 en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones",7,Finanzas Publicas,Luis Roa Merchan,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-073-2021,2021-11-02,Por medio del cual se realiza un traslado entre unidades ejecutoras en el presupuesto de rentas recursos de capital y recursos de fondos especiales la apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones con enfoque de genero para la vigencia fiscal del 1 de enero al 31 de diciembre de 2021 en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,7,Finanzas Publicas,William Dau,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-074-2021,2021-11-09,Por medio del cual se autoriza la asuncion de compromisos de vigencias futuras ordinarias con cargo al presupuesto de la vigencia fiscal 20212023 у 2023 y se dictan otras disposiciones,10,Vigencias futuras,William Dau,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-075-2021,2021-11-10,Proyecto de acuerdo por medio del cual se realiza una incorporacion y un traslado en el presupuesto de rentar recursos de capital y recursos de fondos especiales las apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones con enfoque de genero para la vigencia fiscal del 1 de enero al 31 de diciembre de 2021 en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,7,Finanzas Publicas,William Dau,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-076-2021,2021-11-30,Por el cual se establece la realizacion de la feria popular del libro el las tres localidades de cartagena de indias,6,"Artes, patrimonio y cultura",William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-077-2021,2021-11-30,Por medio del cual se establece el plan de saneamiento fiscal y financiero parcial vigencia 2021 del distrito de cartagena indias y se establecen otras disposiciones,2,Finanzas Publicas,William Dau,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-078-2021,2021-12-02,Mediante el cual se modifica el nombre del estadios de diciembre de pasacaballos para denominarlo estadio radhames ramos sartanaria como forma de exaltar de manera postuma la memoria del ciudadano radhames ramos santamaria,2,gestion de bienes y patrimonio,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-079-2021,2021-12-02,Por medio del cual se deroga acuerdo no 024 de 1994 y el articulo 11 del acuerdo no 009 de julio 26 de 2011,4,Gestion administrativa,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-080-2021,2021-12-02,Por medio del cual se crea la comision de transito y participacion ciudadana en la ciudad de cartagena de indias ctpc,9,movilidad,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-081-2021,2021-12-07,Por medio del cual institucionalizan en el distrito de cartagena de indias las practicas del parto humanizado y se dictan otras disposiciones,12,"Artes, patrimonio y cultura",William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-082-2021,2021-12-07,Por la cual se establece la catedra de historia de cartagena de indias en las instituciones educativas del distrito de cartagena y se dictan otras disposiciones,7,"Artes, patrimonio y cultura",William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-083-2021,2021-12-16,Por el cual se establece el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintidos 2022 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,117,Finanzas Publicas,David Munera,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-084-2021,2021-12-20,Por el cual se fomenta el desarrollo socioeconomico y cultural a traves de la estrategia cartagena biosegura y provechosa 24 horas,4,Economia,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-085-2021,2021-12-24,Por medio del cual se autoriza la asuncion de compromisos de vigencias futuras ordinarias con cargo al presupuesto de la vigencia fiscal 20212022 y se dictan otras disposiciones,6,Vigencias futuras,William Dau,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2021,AD-086-2021,2021-12-27,Por el cual se establecen los factores de subsidio para los estratos 1 2 3 y los factores de aporte solidario para los estratos 5 6 industrial y comercial en los servicios de acueducto alcantarillado y aseo para el distrito de cartagena de indias d t y c,4,Servicios publicos,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-087-2021,2021-12-27,Por el cual se modifica el acuerdo 003 de abril 23 de 2007 y se adiciona el dia primero de noviembe de cada año como el dia de la alimentacion de niños niñas y adolescentes en el distrito,7,Politica Social,William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-088-2021,2021-12-27,Por medio del cual se crea el consejo de paz reconciliacion convivencia y derechos humanos de cartagena d t y c y se dictan otras disposiciones,12,"Convivencia, Derechos Humanos y Paz",William Dau,Wilson Ernesto Toncel,Vigente,No aplica
2021,AD-089-2021,2021-12-16,Por medio del cual se adopta una politica publica que promueve el uso eficiente del plastico a traves de la gestion integral de la cadena productiva el fortalecimiento a los recicladores de la ciudad de este material se crea el programa de fortalecimiento al reciclaje y el aprovechamiento del plastico en el distrito de cartagena y se dictan otras disposiciones,6,Ambiente,David Munera,Wilson Ernesto Toncel,Vigente,No aplica
2022,AD-090-2022,2022-06-03,Por medio del cual se realiza una incorporacion presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintidos 2022 del distrito turistico y cultural de cartagena de indiasy se dictan otras disposiciones,5,Finanzas Publicas,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-091-2022,2022-07-11,Por medio del cual se realizan unos traslados entre unidades ejecutoras entre conceptos de gastos y una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintidos 2022 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,9,Finanzas Publicas,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-092-2022,2022-07-18,Por medio del cual se expide el reglamento para garantizar la seguridad social en salud pension y riesgos laborales en beneficio de los ediles del distrito de cartagena de indias d t y c de conformidad con el articulo 60 de la ley 1617 de 2013 y en aplicacion del articulo 42 de la ley 1551 de 2012 modificado por la ley 2086 de 2021 y se dictan otras disposiciones,4,Gestion administrativa,William Dau,Gloria Estrada Benavides,Vigente,No aplica
2022,AD-093-2022,2022-07-27,Por medio del cual se celebra y se declara el dia 28 de octubre de cada año el dia del boxeo en el distrito turistico y cultural de cartagena de indias y se crea la orden civil al merito antonio cervantes reyes kid pambele en el grado gran oficial,7,deporte y recreacion,Carlos La Rota Garcia,Gloria Estrada Benavides,Vigente,No aplica
2022,AD-094-2022,2022-08-05,Por medio del cual se autoriza al alcalde mayor de cartagena para realizar operacion de credito publico como fuente de financiacion al programa de inversion del plan de desarrollo 2020 2023 salvemos juntos a cartagena por una cartagena libre y resiliente,8,Operaciones de credito,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-095-2022,2022-09-16,Proyecto de acuerdo por medio del cual se realizan unos traslados entre unidades ejecutoras entre conceptos de gastos y una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintidos 2022 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,9,Finanzas Publicas,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-096-2022,2022-09-16,Proyecto de acuerdo por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintidos 2022 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-097-2022,2022-09-16,Proyecto de acuerdo por medio del cual se destina un porcentaje del impuesto de sobretasa a la gasolina del distrito de cartagena de indias a favor de la sostenibilidad y fortalecimiento operacional del sistema integrado de transporte masivo de la ciudad de cartagena se otorgan autorizaciones y se dictan otras disposiciones,4,Finanzas Publicas,William Dau,Gloria Estrada Benavides,Vigente,No aplica
2022,AD-098-2022,2022-09-19,Proyecto de acuerdo por medio del cual se autoriza al alcalde de cartagena para realizar operaciones de credito publico como fuente de financiacion al programa de inversiones del plan de desarrollo salvemos juntos a cartagena 2020 2023,6,Operaciones de credito,Luis Alberto Villadiego,Gloria Estrada Benavides,Vigente,No aplica
2022,AD-099-2022,2022-11-03,Por medio del cual se establece el plan de saneamiento fiscal y financiero parcial vigencia 2022 del distrito de cartagena indias y se establecen otras disposiciones,2,Finanzas Publicas,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-100-2022,2022-11-03,Por medio del cual se establece de manera transitoria un beneficio de reduccion en la tasa de interes moratorio aplicable a las deudas tributarias multas de transito y se dictan otras disposiciones,3,Beneficios tributarios,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-101-2022,2022-12-01,Por medio del cual se autoriza al alcalde mayor de cartagena para la asuncion de compromisos de vigencias futuras excepcionales con cargo al presupuesto de las vigencias 2023 y 2024 y se dictan otras disposiciones,4,Vigencias futuras,Diana Villalba Vallejo,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-102-2022,2022-12-01,Por el cual se constituye el comite distrital de ideas procelebracion de los 500 años de la fundacion de cartagena de indias y se dictan otras disposiciones,5,"Artes, patrimonio y cultura",Diana Villalba Vallejo,Gloria Estrada Benavides,Vigente,No aplica
2022,AD-103-2022,2022-12-05,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital recursos den fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintidos 2022 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,Diana Villalba Vallejo,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-104-2022,2022-12-12,Por medio del cual se autoriza la asuncion de compromisos de vigencias futuras ordinarias con cargo al presupuesto de la vigencia fiscal 2022 2033,12,Vigencias futuras,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-105-2022,2022-12-14,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintidos 2022 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-106-2022,2022-12-14,Por el cual se establece el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintitres 2023 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,119,Finanzas Publicas,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-107-2022,2022-12-14,Por el cual se compila y actualiza la normativa tributaria vigente incluyendo las modificaciones generadas por la aplicacion de nuevas normas nacionales que se deban aplicar a los tributos del distrito turistico y cultural de cartagena de indias y las generadas por acuerdos del orden distrital,463,Finanzas Publicas,William Dau,Gloria Estrada Benavides,Vigente,No aplica
2022,AD-108-2022,2022-12-14,Por el cual se promueve la implementacion de los derechos de los dignatarios de los organismos de accion comunal del distrito de cartagena y se establecen otras disposiciones,23,Participacion,William Dau,Gloria Estrada Benavides,Vigente,No aplica
2022,AD-109-2022,2022-12-14,Por medio del cual se crea y se desarrolla la ruta integral de emprendimiento para la mujer en el distrito de cartagena y se dictan otras disposiciones mujer emprendedora,13,mujer y equidad de genero,William Dau,Gloria Estrada Benavides,Vigente,No aplica
2022,AD-110-2022,2022-12-14,Por el cual se institucionaliza el dia 7 de julio de cada año el dia de la oracion por cartagena de indias distrito turistico y cultural,3,"Artes, patrimonio y cultura",William Dau,Gloria Estrada Benavides,Vigente,No aplica
2022,AD-111-2022,2022-12-14,por el cual se institucionaliza la casa de la mujer para las mujeres del distrito de cartagena de indias y se dictan otras disposiciones,8,mujer y equidad de genero,William Dau,Gloria Estrada Benavides,Vigente,No aplica
2022,AD-112-2022,2022-12-14,Por medio del cual se dictan los lineamientos para la adopcion de la politica publica integral de libertad religiosa y de cultos en el distrito de cartagena de indias 20232033 se ordena su formulacion y se dictan otras disposiciones,18,"Artes, patrimonio y cultura",William Dau,Gloria Estrada Benavides,Vigente,No aplica
2022,AD-113-2022,2022-12-22,Por medio del cual se institucionaliza el programa barullos de genero desde las escuelas y se señala el 11 de marzo como dia contra los actos intimidatorios de acoso abuso sexual y acceso carnal violento y todas las formas de violencia de genero en las instituciones educativas del distrito de cartagena de indias,8,Salud,William Dau,Gloria Estrada Benavides,Vigente,No aplica
2022,AD-114-2022,2022-12-27,Por medio del cual efectua una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintidos 2022 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-115-2022,2022-12-27,Por medio del cual efectua una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintidos 2022 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2022,AD-116-2022,2022-12-27,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintidos 2022 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,Gloria Estrada Benavides,Derogado,Derogado por el acuerdo 195 de 2025
2023,AD-117-2023,2023-02-16,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintitres 2023 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2023,AD-118-2023,2023-02-16,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintitres 2023 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2023,AD-119-2023,2023-05-16,Por medio del cual se modifica el acuerdo 004 de 2019 a traves del cual se autorizo al alcalde mayor de cartagena de indias para realizar operaciones de credito publico como fuente de financiacion al programa de inversiones del plan de desarrollo primero la gente 20162019 para una cartagena sostenible y competitiva,2,Operaciones de credito,William Dau,Lewis Montero Polo,Vigente,No aplica
2023,AD-120-2023,2023-05-23,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintitres 2023 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,2,Finanzas Publicas,William Dau,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
