vigencia,ID_acuerdo,fec_sanc,titulo,articulado,tema,alcalde,pre_concejo,estado_acuerdo,obs_vigencia
2023,AD-121-2023,2023-05-23,Por medio del cual se adopta la estampilla para la justicia familiar creada mediante ley 2126 del 4 de agosto de 2021 y se dictan otras disposiciones,10,Finanzas Publicas,William Dau,Lewis Montero Polo,Vigente,No aplica
2023,AD-122-2023,2023-06-28,Por el cual se rediseña la estructura administrativa se determinan las funciones de sus dependencias se establece la planta de empleos la escala salarial para las distintas categorias de empleos y el manual especifico de funciones requisitos y competencias laborales de la personeria distrital de cartagena de indias y se dictan otras disposiciones,27,Gestion administrativa,William Dau,Lewis Montero Polo,Vigente,No aplica
2023,AD-123-2023,2023-07-05,Por medio del cual se establecen medidas para garantizar los derechos de los cuidadores familiares de personas con discapacidad y disfuncionalidad del distrito de cartagena y se dictan otras disposiciones,9,Politica Social,William Dau,Lewis Montero Polo,Vigente,No aplica
2023,AD-124-2023,2023-07-10,Por medio del cual se hace una exaltacion de manera postuma la memoria de un ciudadano cartagenero y por tanto se designa su nombre al estadio de softbol de bocagrande con el nombre estadio de softbol vicente celedonio gutierrez de piñeres morales en el d t y c de cartagena de indias,2,gestion de bienes y patrimonio,William Dau,Lewis Montero Polo,Vigente,No aplica
2023,AD-125-2023,2023-07-26,Por el cual se incentiva la celebracion del dia de la familia en cartagena de indias dt y c,3,"Artes, patrimonio y cultura",William Dau,Lewis Montero Polo,Vigente,No aplica
2023,AD-126-2023,2023-07-31,Por la cual se modifica el acuerdo 009 de 2011 en sentido de incluir unas categorias de empleos con su escala salarial para la planta de empleos de la alcaldia mayor de cartagena de indias y se dictan otras disposiciones,5,Gestion administrativa,William Dau,Lewis Montero Polo,Vigente,No aplica
2023,AD-127-2023,2023-08-08,Por medio del cual se efectua una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintitres 2023 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2023,AD-128-2023,2023-08-09,Por medio del cual se establece el plan de saneamiento fiscal y financiero parcial vigencia 2023 del distrito de cartagena indias y se establecen otras disposiciones,2,Finanzas Publicas,William Dau,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2023,AD-129-2023,2023-08-24,Por el cual se institucionaliza y se incorpora en la agenda cultural del ipcc el reinado juvenil de la zona insular de cartagena de indias,3,"Artes, patrimonio y cultura",William Dau,Lewis Montero Polo,Vigente,No aplica
2023,AD-130-2023,2023-09-01,Por medio del cual se autoriza al alcalde mayor de cartagena de indias para la compra del terreno cuya destinacion sera la reubicacion de las familias indigenas del cabido indigena zenu de membrillal caizem,6,gestion de bienes y patrimonio,William Dau,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2023,AD-131-2023,2023-10-20,Proyecto de acuerdo por medio del cual se realizan unos traslados entre unidades ejecutoras en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintitres 2023 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,7,Finanzas Publicas,William Dau,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2023,AD-132-2023,2023-11-03,Por medio del cual se hace una exaltacion de manera postuma a la memoria de un ciudadano cartagenero y por tanto se designa su nombre al polideportivo de blas de lezo con el nombre de polideportivo ernesto jose redondo guerrero jiqui redondo en el d t y c de cartagena de indias,2,gestion de bienes y patrimonio,William Dau,Lewis Montero Polo,Vigente,No aplica
2023,AD-133-2023,2023-11-27,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veintitres 2023 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2023,AD-134-2023,2023-12-12,Por el cual se establece el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veinticuatro 2024 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,117,Finanzas Publicas,William Dau,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2023,AD-135-2023,2023-12-15,Por el cual se institucionaliza la media maraton del mar como un evento recreativo deportivo turistico en el distritito turistico y cultural de cartagena de indias,3,deporte y recreacion,William Dau,Lewis Montero Polo,Vigente,No aplica
2024,AD-136-2024,2024-02-26,Por el cual se conceden facultades extraordinarias y protempore al alcalde del distrito turistico y cultural de cartagena de indias para crear el instituto distrital de accion comunal de cartagena y del caribe idaccc y la secretaria de turismo en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,3,Gestion administrativa,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-137-2024,2024-03-08,Por el cual se autoriza al alcalde mayor de cartagena de indias para realizar una operacion de credito publico como fuente de financiacion al proyecto de inversion construccion alcantarillado sanitario corregimientos de bayunca y pontezuela del distrito de cartagena de indias,4,Operaciones de credito,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-138-2024,2024-03-08,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veinticuatro 2024 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-139-2024,2024-05-29,Por el cual se adopta el plan distrital de desarrollo 2024 2027 cartagena ciudad de derechos,30,Plan de Desarrollo,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-140-2024,2024-05-30,Por el cual se autoriza a la alcaldia mayor del distrito turistico y cultural de cartagena de indias la recepcion de bienes obras y o servicios para la vigencia fiscal 2025 y se dictan otras disposiciones,4,Vigencias futuras,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-141-2024,2024-06-18,Por medio del cual se implementa un plan piloto de coches electricos con fines turisticos para el distrito de cartagena,6,Movilidad,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-142-2024,2024-07-24,Por medio del cual se efectua una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veinticuatro 2024 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,6,Finanzas Publicas,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-143-2024,2024-07-25,Por el cual se otorgan unos beneficios tributarios en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,37,Beneficios tributarios,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-144-2024,2024-08-02,Por medio del cual se efectua un traslado entre unidades ejecutoras y una incorporacion en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veinticuatro 2024 del distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,8,Finanzas Publicas,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-145-2024,2024-07-31,Por medio del cual se establecen los lineamientos para la creacion e implementacion de los denominados corredores seguros en entornos academicos protectores confiables y seguros para el distrito de cartagena y se dictan otras disposiciones,8,Seguridad,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-146-2024,2024-08-05,Por medio del cual se autoriza al alcalde mayor de cartagena de indias para ceder a titulo gratuito bienes fiscales titulables ocupados ilegalmente en aplicacion del articulo 277 de la ley 1955 de 2019 y el decreto 1077 de 2015 se dictan otras disposiciones,8,Cesion de predios o bienes,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-147-2024,2024-08-09,Por el cual se autoriza al alcalde mayor de cartagena de indias para realizar una operacion de credito publico como fuente de financiacion algunos proyectos de inversion del plan de desarrollo distrital y se dictan otras disposiciones,5,Operaciones de credito,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-148-2024,2024-08-12,Por medio del cual se modifica el nombre del fondo educativo bicentenario de cartagena y los acuerdos 003 del 17 de mayo de 2013 y 024 del 10 de diciembre del 2014 y se dictan otras disposiciones,6,Educacion,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-149-2024,2024-08-12,Por medio del cual se definen los lineamientos destinados a la creacion de una politica publica de plurilinguismo en las instituciones educativas publicas del distrito de cartagena,7,Educacion,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-150-2024,2024-08-12,Por el cual se adopta el nuevo estatuto de la contribucion de valorizacion del distrito turistico y cultural de cartagena de indias,85,Finanzas Publicas,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-151-2024,2024-09-27,Por el cual se otorga al alcalde mayor del distrito turistico y cultural de cartagena de indias autorizacion para comprometer vigencias futuras ordinarias con recepcion de bienes obras y o servicios para la vigencia fiscal 2025 y se dictan otras disposiciones,4,Vigencias futuras,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-152-2024,2024-09-30,Por el cual se otorga al alcalde mayor del distrito turistico y cultural de cartagena de indias autorizacion para comprometer vigencias futuras ordinarias para garantizar la gestion catastral en el distrito de cartagena de indias con cargo a la vigencia fiscal 2025 2026 y 2027,7,Vigencias futuras,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-153-2024,2024-09-30,Por el cual se otorga al alcalde mayor del distrito turistico y cultural de cartagena de indias autorizacion para comprometer vigencias futuras ordinarias con recepcion de bienes obras y o servicios derivados de la contratacion de las obras de rehabilitacion y mantenimiento del corredor de acceso rapido a la variante mamonal gambote en la ciudad de cartagena de indias y la construccion de embarcaderos en la zona insular del distrito de cartagena  para la vigencia fiscal 2025 y se dictan otras disposiciones,4,Vigencias futuras,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-154-2024,2024-09-30,Por medio del cual se autoriza al alcalde mayor de cartagena de indias para la asuncion de compromisos de vigencias futuras excepcionales con cargo al presupuesto de las vigencias 2025 2026 2027 y se dictan otras disposiciones,8,Vigencias futuras,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-155-2024,2024-10-31,Por el cual se establecen beneficios en la reducción de los intereses moratorios de las deudas por multas por infracciones a las normas de tránsito y la tasa por administración de la carpeta de vehículo derechos de tránsito y se dicen otras disposiciones,5,Beneficios tributarios,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-156-2024,2024-11-05,"por medio del cual se efectua un traslado entre unidades ejecutoras y una incorporación en el presupuesto de rentas, recursos de capital recursos de fondos especiales y establecimientos publicos asi como los gastos de funcionamiento, servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veinticuatro 2024 del distrito turístico y cultural de cartagena de indias y se dictan otras disposiciones",8,Finanzas Publicas,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-157-2024,2024-11-25,Por el cual se otorga al alcalde mayor del distrito turístico y cultural de cartagena de indias autorización para comprometer vigencias futuras ordinarias con recepción de bienes obras y/o servicios para la vigencia fiscal 2025 y se dictan otras disposiciones,4,Vigencias futuras,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-158-2024,2024-12-09,Por medio del cual se modifican los acuerdos distritales 014 de 2018 y 053 de 2021 y se dictan otras disposiciones,3,Reglamento concejo,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-159-2024,2024-12-09,Por medio del cual se amplia el sistema de educación posmedia del distrito de cartagena y se ordena la utilización de la infraestructura de las instituciones educativas oficiales publicas para aumentar la cobertura de educacion tecnica tecnóloga profesional y complementaria mediante el programa la u a tu localidad y se dictan otras disposiciones,7,Educacion,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-160-2024,2024-12-11,Por el cual se modifica el acuerdo 147 del 09 de agosto de 2024 y se dictan otras disposiciones,2,Operaciones de credito,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-161-2024,2024-12-11,Por el cual se crea y adopta el mecanismo de pago de impuestos distritales a traves de la ejecucion de obras y proyectos públicos en el distrito de cartagena y se dictan otras disposiciones,4,Finanzas Publicas,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-162-2024,2024-12-11,Por el cual se otorga al alcalde mayor del distrito turistico y cultural de cartagena de indias autorizacion para adicionar el contrato de concesión val 02 06 construccion y mejoramiento de la vía transversal de baru,4,Gestion contractual,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-163-2024,2024-12-11,Por medio del cual se efectua una incorporación en el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos públicos asi como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veinticuatro 2024 del distrito turístico y cultural de cartagena de indias y se dictan otras disposiciones,6,Finanzas Publicas,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-164-2024,2024-12-11,Por el cual se establecen beneficios para los veteranos de la fuerza publica residentes en la ciudad de cartagena de acuerdo con lo establecido en la ley 1979 de 2019 2019 y en el decreto 1345 de 2020,9,Politica Social,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-165-2024,2024-12-11,Por el cual se otorga al alcalde mayor del distrito turistico y cultural de cartagena de indias autorizacion para comprometer vigencias futuras ordinarias con recepcion de bienes obras y/o servicios para la vigencia fiscal 2025 y se dictan otras disposiciones,5,Vigencias futuras,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-166-2024,2024-12-11,"Por medio del cual se establecen medidas para la contratacion de jovenes, se implementa la ley 2214 de junio de 2022 y se crea el sistema publico de practicas en el distrito turistico y cultural de Cartagena de Indias",15,Trabajo,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-167-2024,2024-12-11,"Por medio del cual se reconocen a los actores de la economia popular y solidaria, se crea la alianza publico popular como instrumento de reactivacion economica, se articulan los sistemas de informacion, y se dictan otras disposiciones",11,Economia,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-168-2024,2024-12-11,"Por medio del cual se cambia el nombre de Plaza de Toros monumental de Cartagena por: Plaza de todos centro de eventos culturales, artisticos, deportivos, religiosos y otros de Cartagena de Indias, distrito turistico y cultural",1,Gestion de bienes y patrimonio,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2024,AD-169-2024,2024-12-11,Por el cual se establece el presupuesto de rentas recursos de capital recursos de fondos especiales y establecimientos publicos así como los gastos de funcionamiento servicio de la deuda e inversiones para la vigencia fiscal del primero 1 de enero al treinta y uno 31 de diciembre de dos mil veinticinco 2025 del distrito turístico y cultural de cartagena de indias y se dictan otras disposiciones,113,Finanzas Publicas,Dumek Jose Turbay Paz,David Caballero,Vigente,No aplica
2025,AD-170-2025,2025-03-03,Por el cual se delega en el alcalde mayor la potestad para legalizar urbanísticamente asentamientos humanos de origen informal en el distrito de cartagena y se dictan otras disposiciones,5,Gobernanza Urbana,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-171-2025,2025-03-03,"Por medio del cual se efectúa una incorporación y un traslado presupuestal entre unidades ejecutoras en el presupuesto de rentas, recursos de capital, recursos de fondos especiales y establecimientos públicos, así como los gastos de funcionamiento, servicio de la deuda e inversiones para la vigencia fiscal del primero (1) de enero al treinta y uno (31) de diciembre de dos mil veinticinco 2025, del distrito turístico y cultural de Cartagena de indias y se dictan otras disposiciones",8,Finanzas Publicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-172-2025,2025-03-07,Por el cual se otorga al alcalde mayor del distrito turistico y cultural de Cartagena de indias autorización para comprometer vigencias futuras ordinarias con recepción  de bienes y servicios y se dictan otras disposiciones,4,Finanzas Publicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-173-2025,2025-03-21,Por medio del cual se determinan motivos de utilidad pública sobre unos macroproyectos contemplados en el plan de desarrollo 2024-2027: Cartagena ciudad de derechos y se dictan otras disposiciones,7,Obras de infraestructura,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-174-2025,2025-05-06,"Por medio del cual se reglamenta la publicidad exterior visual en el distrito de Cartagena, y se dictan otras disposiciones",43,Gobernanza Urbana,Maria Patricia Porras Mendoza,Rafael Meza Perez,Vigente,No aplica
2025,AD-175-2025,2025-06-08,Por el cual se crea el permiso unificado de filmaciones audiovisuales en espacio público en el distrito de Cartagena y se dictan otras disposiciones,18,"Artes, patrimonio y cultura",Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-176-2025,2025-05-08,"Por medio del cual se efectúa una incorporación en el presupuesto de rentas, recursos de capital, recursos de fondos especiales y establecimientos públicos, así como los gastos de funcionamiento, servicio de la deuda e inversiones para la vigencia fiscal del primero (1) de enero al treinta y uno (31) de diciembre de dos mil veinticinco 2025, del distrito turístico y cultural de Cartagena de indias y se dictan otras disposiciones",5,Finanzas Públicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-177-2025,2025-05-09,"Por medio del cual se define la distribución de los recursos por concepto de rendimientos financieros - ICLD, y se dictan otras disposiciones",4,Finanzas Públicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-178-2025,2025-05-09,"Por medio del cual se efectúa un traslado entre unidades ejecutoras en el presupuesto de rentas, recursos de capital, recursos de fondos especiales y establecimientos públicos, así como los gastos de funcionamiento, servicio de la deuda e inversiones para la vigencia fiscal del primero (1) de enero al treinta y uno (31) de diciembre de dos mil veinticinco 2025, del distrito turístico y cultural de Cartagena de indias y se dictan otras disposiciones",6,Finanzas Públicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-179-2025,2025-06-26,"Por medio del cual se efectua un traslado entre unidades ejecutoras en el presupuesto de rentas, recursos de capital, recursos de fondos especiales y establecimientos publicos, asi como los gastos de funcionamiento, servicio de la deuda e inversiones para la vigencia fiscal del primero (1) de enero al treinta y uno (31) de diciembre de dos mil veinticinco 2025, del distrito turístico y cultural de Cartagena de indias y se dictan otras disposiciones.",5,Finanzas Publicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-180-2025,2025-07-07,Por medio del cual se modifica el acuerdo distrital No. 139 de 2024: y se dictan otras disposiciones.,11,Plan de Desarrollo,Maria Patricia Porras Mendoza,Rafael Meza Perez,Vigente,No aplica
2025,AD-181-2025,2025-07-10,Por medio del cual se establece la distribución de los recursos con destinación específica del impuesto predial unificado- IPU y se dictan otras disposiciones,5,Finanzas Publicas,Maria Patricia Porras Mendoza,Rafael Meza Perez,Vigente,No aplica
2025,AD-182-2025,2025-07-17,"Por medio del cual se crea un cargo transitorio en la planta de personal de la Contraloría Distrital de Cartagena denominado auxiliar administrativo código 407 grado 04, en cumplimiento de una sentencia judicial y se dictan otras disposiciones",5,organismos de control,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-183-2025,2025-07-21,"Por medio del cual se efectua un traslado entre unidades ejecutoras en el presupuesto de rentas, recursos de capital, recursos de fondos especiales y establecimientos publicos, asi como los gastos de funcionamiento, servicio de la deuda e inversiones para la vigencia fiscal del primero (1) de enero al treinta y uno (31) de diciembre de dos mil veinticinco 2025, del Distrito Turístico y Cultural de Cartagena de Indias y se dictan otras disposiciones.",6,Finanzas Públicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-184-2025,2025-07-21,Por medio del cual se institucionalizan las fiestas del pescador en el corregimiento de La Boquilla y se dictan otras disposiciones,7,"Artes, patrimonio y cultura",Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-185-2025,2025-07-21,"Por el cual se otorga al Alcalde Mayor del Distrito Turistico y Cultural de Cartagena de Indias, autorización para comprometer vigencias futuras ordinarias con recepción de bienes y servicios y se dictan otras disposiciones",5,Vigencias futuras,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-186-2025,2025-07-29,Por medio del cual se establece el incremento de la asignación básica mensual de los funcionarios de la contraloría distrital de Cartagena de indias para la vigencia 2025,3,Finanzas Publicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-187-2025,2025-07-29,"Por medio del cual se autoriza al alcalde mayor de Cartagena de indias, para ceder a título gratuito bienes fiscales titulables ocupados ilegalmente en aplicación del artículo 277 de la ley 1955 de 2019 y el decreto 1077 de 2015, y se dictan otras disposiciones",8,Finanzas Publicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-188-2025,2025-07-30,"Por medio del cual se establece una condición especial de pago consistente en reduccion en las tasas de intereses moratorios aplicables a las deudas tributarias de las obligaciones con plazos vencidos de la vigencia fiscal 2025 y anteriores, se reducen sanciones aplicables a los impuesto distritales y se dictan otras disposiciones",8,Finanzas Publicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-189-2025,2025-10-01,"Por medio del cual se efectúa un traslado entre unidades ejecutora y una incorporación en el presupuesto de rentas, recursos de capital, recursos de fondos especiales y establecimientos públicos, así como los gastos de funcionamiento, servicio de la deuda e inversiones para la vigencia fiscal del primero (1) de enero al treinta y uno (31) de diciembre de dos mil veinticinco 2025, del distrito turístico y cultural de Cartagena de indias y se dictan otras disposiciones.",8,Finanzas Publicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-190-2025,2025-10-01,Por el cual se otorga al alcalde mayor del distrito turístico y cultural de Cartagena de indias autorización para comprometer vigencias futuras ordinarias para la recepción de bienes y servicios en vigencia posterior y se dictan otras disposiciones,5,Finanzas Publicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-191-2025,2025-11-20,Por el cual se otorga al alcalde mayor del distrito turístico y cultural de Cartagena de Indias autorización para comprometer vigencias futuras ordinarias para la vigencia fiscal 2026 y se dictan otras disposiciones.,5,Finanzas Publicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-192-2025,2025-11-24,"Proyecto de acuerdo, mediante el cual se prioriza la proyeccion y organizacion de minoristas y vendedores del mercado publico bazurto como reactivador de la economia y alternativa en solución de sustento y alimentación principalmente a los pobres monetarios como a la extrema pobreza cartagenera paralela al cumplimiento del fallo de accion popular del tribunal administrativo de bolivar  de noviembre de 2010 que conmida al distrito a realizar el traslado definitivo del mercado de bazurto.",5,Finanzas Publicas,Dumek Jose Turbay Paz,Lewis Montero,Vigente,No aplica
2025,AD-193-2025,2025-11-25,"Por medio del cual se efectúa un traslado entre unidades ejecutora y una incorporación en el presupuesto de rentas, recursos de capital, recursos de fondos especiales y establecimientos públicos, así como los gastos de funcionamiento, servicio de la deuda e inversiones para la vigencia fiscal del primero (1) de enero al treinta y uno (31) de diciembre de dos mil veinticinco 2025, del distrito turístico y cultural de Cartagena de indias y se dictan otras disposiciones.",8,Finanzas Publicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-194-2025,2025-12-01,"Por el cual se establece el presupuesto de rentas, recursos de capital, recursos de fondos especiales y establecimientos públicos, así como los gastos de funcionamiento, servicio de La deuda e inversiones para la vigencia fiscal del primero (1) De enero al treinta y uno (31) de diciembre de dos mil veintiséis 2026, del distrito turístico y cultural de Cartagena de indias y se dictan otras disposiciones",113,Finanzas Publicas,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-195-2025,2025-12-01,"Por medio del cual se depuran normas, se decide la pérdida de vigencia y se derogan expresamente normas de rango distrital –(etара і)-, у se dictan otras disposiciones.",5,Gestion de bienes y patrimonio,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-196-2025,2025-12-01,"Por el cual se otorga al alcalde mayor del distrito turístico y cultural de Cartagena de indias autorización para comprometer vigencias futuras ordinarias con recepción de bienes, obras y servicios y se dictan otras disposiciones.",6,Vigencias futuras,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
2025,AD-197-2025,2025-12-30,"Por medio del cual se dictan lineamientos para la garantía del mínimo vital de internet en Cartagena de Indias, se ordenan acciones para cerrar la brecha digital y se declara la conectividad como prioridad distrital.",8,Servicios Publicos,Dumek Jose Turbay Paz,Rafael Meza Perez,Vigente,No aplica
